Date,Open,High,Low,Close,Adj Close,Volume
2017-02-13,450.787354,454.455383,447.881500,450.263336,403.823730,5141798
2017-02-14,451.501892,452.406982,444.070557,450.072784,403.652802,3413010
2017-02-15,450.358612,452.311707,435.638824,438.354126,393.142822,4438486
2017-02-16,442.736725,449.215332,434.114441,447.738586,401.559387,5059497
2017-02-17,449.977509,452.406982,444.594543,446.071289,400.064026,4116690
2017-02-20,445.880737,465.888214,442.784363,464.030365,416.170868,8859904
2017-02-21,465.840576,472.462097,462.077271,467.746063,419.503296,8463740
2017-02-22,467.269684,468.222412,457.885223,461.172180,413.607422,5259098
2017-02-23,462.172546,464.840210,455.551025,462.791809,415.060028,5049101
2017-02-27,462.267822,465.078400,456.837219,457.885223,410.659515,2866360
2017-02-28,458.742706,462.791809,457.742310,459.885986,412.453888,3571696
2017-03-01,462.077271,478.750153,460.552887,476.701782,427.535309,8099374
2017-03-02,478.273804,481.703644,468.984619,471.271179,422.664856,6006434
2017-03-03,471.175903,474.224670,466.412231,471.699921,423.049347,3524480
2017-03-06,471.699921,477.321045,467.079132,469.413330,420.998596,4359472
2017-03-07,470.175537,470.651886,457.932861,459.219055,411.855804,5377344
2017-03-08,461.981995,463.411102,447.881500,450.120422,403.695526,6229750
2017-03-09,449.596405,452.883362,445.594940,447.262207,401.132141,4718814
2017-03-10,446.357117,451.978271,440.354889,445.642578,399.679535,4748019
2017-03-14,456.360840,456.360840,448.214966,450.215698,403.780975,5841670
2017-03-15,451.549530,457.313599,448.167328,456.408478,409.335052,5837779
2017-03-16,461.934357,477.321045,459.171417,476.034851,426.937225,10907271
2017-03-17,480.036346,484.704773,474.558105,478.464325,429.116089,7137661
2017-03-20,478.750153,478.940704,468.746429,473.176666,424.373810,4193750
2017-03-21,473.414825,477.606873,469.079895,472.938477,424.160187,5214121
2017-03-22,466.840942,470.461365,463.411102,465.030762,417.068024,4883143
2017-03-23,464.459106,473.129028,464.459106,472.080994,423.391113,4331667
2017-03-24,472.605011,476.273041,467.888977,469.889709,421.425873,3235007
2017-03-27,469.460968,469.460968,452.216461,453.979004,407.156158,6497027
2017-03-28,454.979370,459.838348,454.455383,457.504120,410.317719,4614647
2017-03-29,459.219055,461.981995,457.551758,461.505615,413.906494,3426247
2017-03-30,461.505615,463.363464,453.312103,454.931732,408.010620,4872756
2017-03-31,457.932861,462.934723,456.408478,459.885986,412.453888,3374811
2017-04-03,463.029999,466.745667,459.981262,462.887085,415.145477,3296034
2017-04-05,464.935486,474.653381,463.649292,469.984985,421.511292,5163708
2017-04-06,470.366089,480.560364,461.076904,477.940338,428.646179,5309846
2017-04-07,477.225769,482.418213,467.460236,469.889709,421.425873,5646856
2017-04-10,473.510101,475.225037,467.222046,471.938080,423.262939,3141088
2017-04-11,472.080994,472.557373,463.315826,465.030762,417.068024,4287321
2017-04-12,467.222046,469.270447,453.502655,454.836487,407.925232,5256147
2017-04-13,451.978271,456.551392,440.354889,441.641083,396.090759,6200543
2017-04-17,438.354126,445.785461,438.020660,440.545410,395.108093,3975808
2017-04-18,445.023285,451.597168,426.826019,428.636200,384.427185,7669723
2017-04-19,426.826019,433.971527,421.157227,429.446045,385.153503,9894784
2017-04-20,429.446045,434.257355,427.064209,432.923523,388.272308,4222221
2017-04-21,438.258850,438.925781,427.874023,429.541321,385.238953,4874356
2017-04-24,430.636963,433.114075,425.968567,429.398407,385.110809,5202017
2017-04-25,431.970795,436.258118,429.970032,433.161713,388.485931,4461008
2017-04-26,435.305359,441.402893,429.493683,432.351898,387.759644,4906327
2017-04-27,432.542419,433.352264,423.015076,424.777618,380.966583,6496992
2017-04-28,426.826019,437.020294,424.777618,428.016937,383.871765,6566475
2017-05-02,429.684235,432.542419,422.443420,424.015442,380.283020,4921773
2017-05-03,426.159088,428.683838,416.869904,419.966309,376.651489,5257299
2017-05-04,425.873291,426.826019,415.488434,421.538330,378.061371,6859943
2017-05-05,420.633240,420.633240,407.771271,413.106598,370.499298,5984739
2017-05-08,413.487701,415.774261,407.866547,411.486969,369.046722,5789240
2017-05-09,411.582214,419.204132,410.867676,413.011322,370.413818,4973998
2017-05-10,414.678619,417.822662,412.630249,416.774658,373.789032,3715537
2017-05-11,419.871033,424.348907,418.918304,420.299774,376.950562,5807562
2017-05-12,421.490692,422.919800,412.153870,416.060089,373.148163,6084063
2017-05-15,417.298645,435.305359,417.108093,434.495544,389.682220,10238706
2017-05-16,441.164703,442.069794,433.828644,434.971924,390.109436,10809864
2017-05-17,447.786224,475.415588,443.784729,470.556641,422.024017,51858350
2017-05-18,465.078400,473.176666,460.743439,463.268188,415.487274,14033651
2017-05-19,466.840942,472.557373,457.551758,466.364594,418.264313,9525218
2017-05-22,469.556244,473.462463,461.457977,463.411102,415.615448,6531237
2017-05-23,465.935852,473.367188,455.027008,467.222046,419.033356,10264790
2017-05-24,469.222809,471.604645,458.742706,460.505249,413.009277,7599595
2017-05-25,462.077271,464.030365,454.169556,461.791443,414.162872,6781783
2017-05-26,463.887482,490.516449,462.696564,487.562988,437.276367,17045846
2017-05-29,487.896423,496.042328,482.227661,483.704407,433.815704,7108353
2017-05-30,484.371307,489.706635,480.417450,487.658264,437.361786,4284653
2017-05-31,486.038605,490.659363,478.750153,480.846191,431.252319,4581880
2017-06-01,480.846191,483.942566,470.651886,473.653015,424.800995,4079183
2017-06-02,478.226166,479.417084,464.983124,468.698792,420.357758,5963034
2017-06-05,469.699158,476.273041,463.982758,468.079498,419.802368,4977953
2017-06-06,470.556641,473.033752,465.364197,467.126770,418.947876,4328115
