Date,Open,High,Low,Close,Adj Close,Volume
2000-08-02,12.497500,12.497500,12.497500,12.497500,9.401971,100
2000-08-03,11.850000,12.000000,10.800000,11.547500,8.687278,33020
2000-08-04,11.650000,11.650000,10.900000,11.200000,8.425851,25500
2000-08-07,11.050000,11.050000,10.800000,10.807500,8.130569,13320
2000-08-08,10.350000,11.000000,10.350000,10.742500,8.081672,47520
2000-08-09,10.950000,11.000000,10.805000,10.805000,8.128687,7000
2000-08-10,11.000000,11.145000,10.850000,10.950000,8.237772,7900
2000-08-11,10.997500,11.400000,10.862500,10.862500,8.171949,5700
2000-08-14,10.500000,10.995000,10.500000,10.657500,8.017723,14800
2000-08-15,10.657500,10.657500,10.657500,10.657500,8.017723,0
2000-08-16,11.050000,11.050000,10.715000,11.000000,8.275391,14520
2000-08-17,10.657500,10.797500,10.652500,10.722500,8.066623,3900
2000-08-18,10.525000,10.900000,10.525000,10.757500,8.092955,5500
2000-08-21,10.775000,11.000000,10.700000,10.700000,8.049698,9900
2000-08-22,10.800000,10.800000,10.500000,10.500000,7.899235,19520
2000-08-23,10.550000,11.000000,10.550000,10.925000,8.218968,7020
2000-08-24,11.150000,11.150000,10.650000,10.715000,8.060983,11000
2000-08-25,10.950000,10.950000,10.650000,10.780000,8.109880,10620
2000-08-28,10.900000,10.997500,10.650000,10.807500,8.130569,16800
2000-08-29,10.802500,10.850000,10.600000,10.667500,8.025246,21440
2000-08-30,10.750000,11.150000,10.675000,10.775000,8.106118,13520
2000-08-31,10.500000,10.650000,10.250000,10.502500,7.901117,5200
2000-09-01,10.502500,10.502500,10.502500,10.502500,7.901117,0
2000-09-04,10.500000,10.700000,10.450000,10.650000,8.012081,22060
2000-09-05,10.052500,10.900000,10.050000,10.212500,7.682947,48700
2000-09-06,10.225000,10.897500,10.200000,10.257500,7.716800,158080
2000-09-07,11.077500,11.077500,10.050000,10.192500,7.667903,148180
2000-09-08,10.250000,10.250000,10.162500,10.245000,7.707398,40240
2000-09-11,10.100000,10.297500,10.050000,10.130000,7.620883,40960
2000-09-12,10.200000,10.250000,9.950000,10.047500,7.558816,132440
2000-09-13,10.350000,10.350000,10.110000,10.145000,7.632164,45040
2000-09-14,10.240000,10.295000,9.485000,9.535000,7.173259,161440
2000-09-15,9.625000,9.745000,9.507500,9.597500,7.220277,78620
2000-09-18,9.250000,9.650000,9.250000,9.477500,7.129997,49820
2000-09-19,9.275000,9.550000,8.720000,8.992500,6.765131,74780
2000-09-20,9.387500,9.545000,9.202500,9.375000,7.052888,17700
2000-09-21,9.472500,9.695000,9.260000,9.400000,7.071695,29000
2000-09-22,9.595000,9.595000,9.175000,9.282500,6.983302,8880
2000-09-25,9.000000,9.400000,9.000000,9.247500,6.956970,31680
2000-09-26,9.025000,9.250000,8.775000,8.910000,6.703066,43840
2000-09-27,8.900000,8.900000,8.355000,8.772500,6.599623,30300
2000-09-28,8.895000,8.895000,8.500000,8.592500,6.464209,12220
2000-09-29,8.415000,8.740000,8.400000,8.582500,6.456685,28540
2000-10-02,8.582500,8.582500,8.582500,8.582500,6.456685,0
2000-10-03,8.250000,8.550000,8.250000,8.325000,6.262965,31280
2000-10-04,8.300000,8.500000,8.200000,8.207500,6.174570,118020
2000-10-05,8.400000,8.400000,7.415000,7.527500,5.662998,265280
2000-10-06,7.305000,7.730000,7.300000,7.530000,5.664881,1424620
2000-10-09,7.450000,7.550000,7.250000,7.315000,5.503134,135400
2000-10-10,7.345000,7.400000,6.950000,7.005000,5.269917,124860
2000-10-11,7.000000,7.900000,6.900000,7.695000,5.789010,105260
2000-10-12,7.262500,8.200000,7.262500,7.812500,5.877409,216240
2000-10-13,7.560000,7.745000,7.350000,7.425000,5.585888,107120
2000-10-16,7.250000,7.900000,7.250000,7.640000,5.747635,115000
2000-10-17,7.650000,7.652500,7.462500,7.532500,5.666761,66260
2000-10-18,7.500000,7.695000,7.500000,7.595000,5.713780,23400
2000-10-19,7.005000,7.700000,7.005000,7.700000,5.792772,51840
2000-10-20,7.450000,8.932500,7.400000,8.880000,6.680496,162420
2000-10-23,8.550000,8.750000,7.950000,8.205000,6.172688,392340
2000-10-24,8.012500,8.857500,8.012500,8.697500,6.543200,132180
2000-10-25,8.750000,8.975000,8.400000,8.572500,6.449162,255900
2000-10-26,8.002500,8.700000,8.002500,8.565000,6.443520,6820
